Date,User,Message
2022-10-07 14:44:08,"ㅇㅇ/cv","참가 원하시나요?"
2022-10-07 14:45:03,"산산/recsys","저는 하고싶어요"
2022-10-07 14:45:19,"기뻐하는 라이언/cv","선착순이래서 초스피드로 내고왔습니다"
2022-10-07 14:45:32,"헤헤헤/Recsys","지금 내면 선착순 걸리겠죠"
2022-10-07 14:45:50,"헤헤헤/Recsys","이미 50분 다 찼을 거 같은 느낌"
2022-10-07 14:46:42,"산산/recsys","지금이라도"
2022-10-07 14:46:43,"산산/recsys","하셰요"
2022-10-07 14:48:12,"수학잘하고파/RecSys","시각화 강의 들을수록 알찬데"
2022-10-07 14:48:16,"수학잘하고파/RecSys","시간이 없네요 ㅋㅋㅋ"
2022-10-07 14:48:26,"말하는감자/RecSys","시각화는 일단 빠르게 수강완료후"
2022-10-07 14:48:32,"말하는감자/RecSys","나중에 다시 듣는걸로..."
2022-10-07 14:48:38,"수학잘하고파/RecSys","특히 마지막 강의 대박입니다 ㅋㅋ"
2022-10-07 14:49:17,"산산/recsys","ㅎㄷㄷ"
2022-10-07 14:53:19,"ㅇㅇ/cv","약간 온라인으로 네트워킹한는게 더 뻘쭘할 것 같아서"
2022-10-07 14:53:24,"ㅇㅇ/cv","오프라인으로 신청했습니다"
2022-10-07 14:53:25,"ㅇㅇ/cv","ㅎㅎ"
2022-10-07 14:53:34,"말하는감자/RecSys","오프라인으로 모여도"
2022-10-07 14:53:39,"ㅇㅇ/cv","zep에서 다가가서 안..안녕하세요 하기가"
2022-10-07 14:53:40,"말하는감자/RecSys","네트워킹은 온라인으로 해야해요 ㅋㅋ"
2022-10-07 14:53:40,"ㅇㅇ/cv","좀"
2022-10-07 14:53:44,"ㅇㅇ/cv","ㅋㅋㅋ"
2022-10-07 14:53:47,"ㅇㅇ/cv","그쵸"
2022-10-07 14:53:50,"ㅇㅇ/cv","근데 6시이후에"
2022-10-07 14:53:53,"./NLP","Zep이 뭐에요??"
2022-10-07 14:53:54,"말하는감자/RecSys","옆자리에 있지만"
2022-10-07 14:53:54,"ㅇㅇ/cv","추가적으로 네트워킹하더라구요"
2022-10-07 14:53:58,"말하는감자/RecSys","zep으로 이야기.. ㅋㅋ"
2022-10-07 14:54:02,"ㅇㅇ/cv","메타버스요"
2022-10-07 14:54:11,"ㅇㅇ/cv","게더타운같은 거"
2022-10-07 14:56:16,"하용/NLP","오프라인 나가면 오프라인에서 만난 사람들끼리 대화도 하고 그럴까요??"
2022-10-07 14:56:23,"하용/NLP","나가서 팀을 구할 수 있을지가 ㅋㅋㅋ"
2022-10-07 14:56:38,"하용/NLP","오프라인까지 나갔으니 수확이 있으면 좋겠어유"
2022-10-07 14:58:55,"말하는감자/RecSys","그러지않을까요??"
2022-10-07 15:00:49,"산산/recsys","오프라인 나가도"
2022-10-07 15:00:53,"산산/recsys","내세울 게 열정 뿐,,,,"
2022-10-07 15:00:54,"산산/recsys","ㅋㅋㅋㅋㅋㅋ"
2022-10-07 15:23:29,"S/CV","사진"
2022-10-07 15:58:21,"하하/recsys","열쩡열쩡열쩡"
2022-10-07 18:12:54,"엄지척 제이지","열쩡열쩡열쩡"
2022-10-07 19:14:07,"산산/recsys","진짜 벌써 번아웃 온 거 같네요"
2022-10-07 19:14:09,"산산/recsys","너무 피곤,,,,,"
2022-10-07 19:14:19,"산산/recsys","일주일동안 고생하셨어요~~"
2022-10-07 19:19:55,"수학잘하고파/RecSys","다들 고생하셨습니다 푹 쉬세요!"
2022-10-07 19:25:51,"하하/recsys","고생했습니다 짘짜"
2022-10-07 19:26:41,"하하/recsys","죽겠습니다 진짜"
2022-10-07 19:49:21,"멋쟁이 프로도/CV","주말엔 못들은 시각화 강의를.."
2022-10-07 19:49:55,"애플펜슬/cv","생성모델"
2022-10-07 19:50:00,"애플펜슬/cv","개어렵네 ㄹㅇ"
2022-10-07 19:51:22,"츄리닝안경 네오 / NLP","ㅇㅈ"
2022-10-07 19:57:37,"산산/recsys","혹시 generative model 퀴즈 2번 답 뭔가요?"
2022-10-07 19:57:48,"산산/recsys","Generator의 Objective는 그림 2와 같다
이게 부적절한 것 아닌가요..?"
2022-10-07 19:58:52,"./RecSys","아니에요"
2022-10-07 19:59:42,"./RecSys","수식을 조금 자세히 들여다보시면"
2022-10-07 19:59:49,"./RecSys","어떤게 틀린 문항인지 아실 수 있을거에요"
2022-10-07 19:59:59,"산산/recsys","앗"
2022-10-07 20:00:02,"산산/recsys","잠시만요,,,"
2022-10-07 20:00:04,"./NLP","진짜 미세하게 바꿨어요"
2022-10-07 20:00:13,"하하/recsys","쌉ㅇㅈ"
2022-10-07 20:00:40,"하하/recsys","아까 오피스아워 때 감자됨 ㅋ"
2022-10-07 20:05:37,"산산/recsys","아 이런"
2022-10-07 20:05:44,"산산/recsys",",,,,,, 그림 3이 틀렸네요"
2022-10-07 20:05:55,"산산/recsys","알려주셔서 감사합니당"
2022-10-07 20:13:03,"딥린이/CV","딥린이/CV님이 나갔습니다."
2022-10-07 21:50:30,"수학잘하고파/RecSys","참 한 주가 빨리빨리 가는 것 같아요"
2022-10-07 21:54:46,"산산/recsys","ㅇㅈㅇㅈ..."
2022-10-07 22:17:58,"하하/recsys","순삭임 ㄹㅇ"
2022-10-07 22:18:09,"하하/recsys","컨텐츠가 다양해서 재밌기도 해요 ㅋㅋㅋ"
2022-10-07 22:18:21,"하하/recsys","다들 관심사도 비슷해서 ㅎㅎ"
2022-10-07 22:21:35,"리듬타는/CV","그러게요"
2022-10-08 21:14:59,"치맥하는 제이지/cv","혹시 colab 프로 써보신분 계신가요?"
2022-10-08 21:15:35,"하하/recsys","저 프로 써요"
2022-10-08 21:15:54,"치맥하는 제이지/cv","할당되는 컴퓨팅단위는 매일매일 새롭게 할당되는건가요...?"
2022-10-08 21:17:55,"하하/recsys","매 구독마다 갱신되는거같은데요..."
2022-10-08 21:18:26,"하하/recsys","며칠 안 썼는데도 리소스 사용된거 보니..."
2022-10-08 21:19:36,"멋쟁이 프로도/CV","매일마다 할당되요"
2022-10-08 21:22:17,"하하/recsys","개꿀이네요"
2022-10-08 21:27:41,"치맥하는 제이지/cv","감사합니다!!"
2022-10-09 21:56:38,"부끄러운 어피치/CV","혹시 여기 담주에 삼전코테 보시는분 계세요?"
2022-10-09 21:57:03,"하하/recsys","강의 진짜 많네"
2022-10-09 22:00:09,"엄지척 제이지/NLP","네"
2022-10-09 22:05:29,"부끄러운 어피치/CV","문제들이 왜이리 복잡한것일까요.."
2022-10-09 22:26:38,"까롱까롱마까롱","네이버 부스트캠프 하고 있다는 것을 어떤 발표 자리에서 자기 소개로 말하기엔 좀 그렇죠..?"
2022-10-09 22:26:53,"말하는감자/RecSys","애매하죠"
2022-10-09 22:27:27,"말하는감자/RecSys","그냥 지금 뭐하고있냐 <- 이거면 말할만한데"
2022-10-09 22:27:42,"말하는감자/RecSys","소속, 스펙등으로 이야기하긴 좀 그런거같아요"
2022-10-09 22:28:36,"엄지척 제이지/CV","저는 네이버 부스트캠프하면 못 알아 듣거나 네이버 인턴하는 줄 알아서 그냥 교육 받고 있다고 해요 ㅋㅋㅋㅋ"
2022-10-09 22:30:01,"네카라쿠배/CV","그냥 국비과정에서 교육받는다고 하심이..."
2022-10-09 22:33:09,"말하는감자/RecSys","그런데 이 발표자리가 어디냐에 따라 좀 다를거같아요"
2022-10-09 22:34:26,"까롱까롱마까롱","데이터야놀자라는 행사에서 하는거라.. 말씀들어보니 좀 애매할 거 같네용..ㅜ"
2022-10-09 22:34:58,"말하는감자/RecSys","음 그러면 괜찮을거같아요"
2022-10-09 22:35:07,"산산/recsys","저는 그냥"
2022-10-09 22:35:12,"산산/recsys","부트캠프한다고 해요"
2022-10-09 22:35:18,"산산/recsys","그럼 다 대충 아시더라구요"
2022-10-09 22:35:32,"산산/recsys","개발자 부트캠프!"
2022-10-09 22:35:35,"말하는감자/RecSys","~한 사람이고, 지금은 부스트캠프에서 ai 교육 받는 중입니다~"
2022-10-09 22:35:42,"말하는감자/RecSys","정도면 괜찮을거같아요"
2022-10-09 22:37:37,"까롱까롱마까롱","옹 감사합니다!"
2022-10-09 23:55:33,"하하/recsys","아 진짜 네이버 본사 가서 교육 듣느냐는 말 계속 들음"
2022-10-09 23:55:35,"하하/recsys","ㅋㅋㅋㅋㅋㅋㅋ"
2022-10-09 23:55:55,"말하는감자/RecSys","앗"
2022-10-09 23:56:00,"말하는감자/RecSys","그러면 안하는게 낫겠네요 ㅋㅋ"
2022-10-09 23:59:19,"하하/recsys","아 그래도 저는 이야기할 듯"
2022-10-09 23:59:32,"하하/recsys","그만큼 있어빌리티 있다는거잖아요 ㅋㅋ"
2022-10-10 00:14:51,"옐로카드 프로도/CV","옐로카드 프로도/CV님이 들어왔습니다."
2022-10-10 09:09:42,"엄지척 제이지","코랩 프로 플러스 24시간 돌리고 나서 언제 gpu 다시 할당되는지 아시나요..?"
2022-10-10 10:05:39,"호랑이사자/nlp","매달 100크래딧을 주고 부족하면 100크래듯/10달러 기준으로 계속 살수있는걸로 알고있어요"
2022-10-10 10:11:25,"NEURIPS/NLP","지금 취업 코테/면접보면서 하시는분 계신가요"
2022-10-10 10:11:38,"NEURIPS/NLP","취준하면 약간팀짜기가"
2022-10-10 10:11:41,"NEURIPS/NLP","애매해질것같은데"
2022-10-10 10:13:49,"말하는감자/RecSys","취준하시는분들끼리 팀 짜면 좋을거같아요"
2022-10-10 10:14:04,"네카라쿠배/CV","듣기론 2월전에 취업으로 나가시는 분들이 꽤 많다고 하던데요"
2022-10-10 13:21:02,"수학잘하고파/RecSys","나가는분 계시면 타격이 클 것 같습니다"
2022-10-10 13:31:47,"하하/recsys","그러게요..."
2022-10-10 13:49:38,"멋쟁이 프로도/CV","2월은 거의 막바지아닌가요"
2022-10-10 13:50:05,"말하는감자/RecSys","12월에 나가시는 분도 계시고 해서"
2022-10-10 13:50:37,"말하는감자/RecSys","저는 취준 아닌분들 (ex 휴학생) 끼리 팀 꾸리고싶기도 해요"
2022-10-10 13:51:31,"수학잘하고파/RecSys","생각을 잘 못했는데 정말 중요한 부분이겠군요"
2022-10-10 14:26:53,"응원하는 튜브/nlp","그렇기에는 대학교 4학년 휴학생도 취준생이나 다름없어서"
2022-10-10 14:27:06,"응원하는 튜브/nlp","사실상 대학교 3학년 휴학생빼고는 다 취준생이라고 봐도 무방할걸요"
2022-10-10 14:28:30,"멋쟁이 프로도/CV","마지막 프로젝트 1,2월에는 웬만하면 다들 취준하면서 하시지않을까요"
2022-10-10 14:29:02,"치맥하는 제이지/cv","캠프 도중에 이탈 가능성이 있냐없냐를 구분해야겠네요  ㅠㅠ"
2022-10-10 14:33:12,"말하는감자/RecSys","그렇긴 하죠..."
2022-10-10 14:33:42,"말하는감자/RecSys","그래도 4학년 휴학생의 경우 취준을 한다 해도"
2022-10-10 14:33:53,"말하는감자/RecSys","중도이탈 가능성은 낮을거같아요"
2022-10-10 14:37:58,"신난 어피치","취준하다가 취뽀하면 부캠보단 닥취업아닌가요"
2022-10-10 14:39:49,"말하는감자/RecSys","그래서 중도이탈자들이 많이 생기는거같아요"
2022-10-10 14:41:00,"트롤킹/CV","오늘까지 자소서 올려야하는데..."
2022-10-10 14:41:02,"네카라쿠배/CV","수료하면 백순데 휴학하신 분이 아니면 거의다 취준하실것 같네요. "
2022-10-10 14:41:05,"트롤킹/CV","구인구직ㅋㅋㅋㅋㅋ"
2022-10-10 14:41:26,"트롤킹/CV","잘난게 하나도 없어서 쓰기가 어렵네유"
2022-10-10 14:41:54,"네카라쿠배/CV","자소서 연습이죠 ㅋ"
2022-10-10 17:45:50,"멋쟁이 프로도/CV","예비군 진짜 가기 싫네요..."
2022-10-10 17:46:02,"음악듣는 어피치/RecSys","혹시 내일 가시나요?"
2022-10-10 18:03:46,"멋쟁이 프로도/CV","네"
2022-10-10 18:03:47,"멋쟁이 프로도/CV","ㅠ"
2022-10-10 18:04:56,"트롤킹/CV","저는 11월 1일에..."
2022-10-10 18:05:02,"음악듣는 어피치/RecSys","저도 내일 ㅜ"
2022-10-10 18:08:08,"S/CV","이모티콘"
2022-10-10 19:10:24,"멋쟁이 프로도/CV","과제1 해보는데 생각보다 ** 어렵네요..^^"
2022-10-10 19:11:44,"산산/recsys","강의올라왔나요?!"
2022-10-10 19:11:50,"산산/recsys","들어야겠네용"
2022-10-10 19:14:57,"읭읭이 CV","예비군 1차인데 무단불참해도 될까요?"
2022-10-10 19:16:41,"트롤킹/CV","예비군은 확인서 제출하면 인정 되는걸로 아는데 아닌가요?"
2022-10-10 19:17:00,"읭읭이 CV","아 아뇨 부캠말고 예비군을 안가고 싶어서.."
2022-10-10 19:23:42,"트롤킹/CV","아 ㅋㅋㅋ 벌금 내시면 미룰 수 있는걸로 알긴 아는데 ㅇㅅㅇ;;;ㅋㅋㅋㅋ"
2022-10-10 19:24:36,"HelloWorld/Recsys","내일까지 팀 결성 맞나요?"
2022-10-10 19:24:48,"HelloWorld/Recsys","왤케 빨리 끝나지 기한이.."
2022-10-10 19:25:00,"V / CV","다음달까지 아닌가요?"
2022-10-10 19:25:10,"./NLP","아뇨"
2022-10-10 19:25:10,"V / CV","아 아니지 이번달 까지요"
2022-10-10 19:26:18,"V / CV","아 정확히 11월 8일까지네요"
2022-10-10 19:26:26,"V / CV","https://www.boostcourse.org/boostcampaitech4/notice/31863"
2022-10-10 19:26:42,"산산/recsys","오늘까지 자기소개 써야해요"
2022-10-10 19:26:52,"HelloWorld/Recsys","아 자기소개만 오늘까지군요"
2022-10-10 19:27:00,"HelloWorld/Recsys","감사합니다!!"
2022-10-10 19:27:04,"산산/recsys","앗 내일이네요"
2022-10-10 19:27:06,"HelloWorld/Recsys","팀 못구해서 큰일난줄.."
2022-10-10 19:27:08,"산산/recsys","내일 정오래요"
2022-10-10 19:29:00,"산산/recsys","사진"
2022-10-10 19:29:03,"산산/recsys","오늘이네요 ㅋㅎㅋㅋㅋ"
2022-10-10 19:29:34,"하하/recsys","오늘까지 작성이에요 ㅋㅋㅋ"
2022-10-10 19:29:46,"하하/recsys","ㅠㅠ"
2022-10-10 19:29:57,"./NLP","쓸게 없는데..."
2022-10-10 19:30:59,"하하/recsys","이모티콘"
2022-10-10 19:35:40,"산산/recsys","이모티콘"
2022-10-10 19:50:18,"S/CV","무단불참 하면 안돼요ㅋㅋ"
2022-10-10 19:51:52,"수학잘하고파/RecSys","11월 8일이면 많이남았네요"
2022-10-10 20:53:17,"말하는감자/RecSys","팀구하는들 쓰기가 어렵네요"
2022-10-10 20:53:30,"말하는감자/RecSys","역량이 너무 부족함을 느껴요.. ㅠ"
2022-10-10 20:55:51,"산산/recsys","ㅇㅈㅇㅈ....."
2022-10-10 20:56:07,"산산/recsys","이모티콘"
2022-10-10 20:58:41,"네카라쿠배/CV","모르니까 배우러 왔는데, 이미 배운 사람이 많네요 ㅎㅎㅎ"
2022-10-10 21:00:48,"말하는감자/RecSys","그러게요.. ㅋㅋ"
2022-10-10 21:01:02,"말하는감자/RecSys","그사람들이 이상한겁니다.
배우러 왔는데 모르는게 당연하죠!"
2022-10-10 21:01:47,"말하는감자/RecSys","라며 스스로 위안을 얻는중입니다 ㅋㅋ"
2022-10-10 21:15:34,"./NLP","우스갯소리지만"
2022-10-10 21:15:41,"./NLP","자소서 생성모델 만들고 싶네요..."
2022-10-10 21:15:46,"./NLP","쓸게 없어"
2022-10-10 21:16:18,"산산/recsys","이모티콘"
2022-10-10 21:16:38,"산산/recsys","재밌어보이네요 키워드 넣으면 생성해주는,,, ㅋㅋㅋ"
2022-10-10 21:17:49,"말하는감자/RecSys","혹시 오늘 자정까지 만들어주실 수 있으실까요...?"
2022-10-10 21:17:50,"말하는감자/RecSys","ㅋㅋㅋㅋ"
2022-10-10 21:18:00,"치맥하는 제이지/cv","ㅋㅋㅋㅋ"
2022-10-10 21:18:06,"치맥하는 제이지/cv","올리는 시간도 있어야 하니까"
2022-10-10 21:18:08,"./NLP","저도 굴러들어온 말하는 감자라 ㅎㅎ"
2022-10-10 21:18:10,"치맥하는 제이지/cv","11시반까지…ㅎㅎ"
2022-10-10 21:19:28,"하하/recsys","와 이거 가능해보이는데요?"
2022-10-10 21:19:37,"하하/recsys","ㄹㅇ 괜찮다"
2022-10-10 21:24:03,"수학잘하고파/RecSys","대단하신분들 많네요.. 절 껴줄까요 ㅋㅋ"
2022-10-10 22:48:28,"하하/recsys","날이 춥습니다..."
2022-10-10 23:07:25,"멋쟁이 프로도/CV","이거 이미 네이버에서 구현해놨어요ㅋㅋ"
2022-10-10 23:08:27,"멋쟁이 프로도/CV","ai rush대회 참여한 사람들한정해서 쓸수있게 해줬는데 생각보다 자소서 잘써줘요ㅋㅋㅋ"
2022-10-10 23:10:14,"하하/recsys","대박이군요"
2022-10-10 23:10:23,"하하/recsys","진짜 네이버 NLP 국내최강이다"
2022-10-10 23:22:32,"산산/recsys","우와 ㅎㄷㄷ"
2022-10-11 00:13:12,"트롤킹/CV","ㅋㅋㅋㅋㅋㅋ"
2022-10-11 09:53:33,"즐거운 네오/CV","오늘 깃헙특강!!!"
2022-10-11 10:00:46,"하하/recsys","다들 바로 깃헙특강 들으러 오세요~~"
2022-10-12 19:25:56,"네카라쿠배/CV","오우... 팀빌딩....."
2022-10-12 19:26:10,"어피치/cv","빡시네요.."
2022-10-12 19:26:20,"V / CV","팀빌딩ㅠㅠ.."
2022-10-12 19:26:38,"네카라쿠배/CV","cv가 좀 글쳐"
2022-10-12 19:27:02,"치맥하는 제이지/cv","못하겠어요 엉엉"
2022-10-12 19:27:06,"화이팅/nlp","ㅠㅠ"
2022-10-12 19:28:53,"엄지척 제이지","ㅠㅠ"
2022-10-12 19:30:09,"V / CV","1차 팀 그대로 가시는분들도 있나요?"
2022-10-12 19:30:44,"KidsareBornStars/CV","저번에 스페셜 피어세션 때 그런 분 있던걸로 기억해요"
2022-10-12 19:40:03,"초롱초롱 튜브/nlp","저희는 그대로 가용"
2022-10-12 19:40:58,"V / CV","와우.."
2022-10-12 20:01:43,"트롤킹/CV","ㅋㅋㅋㅋㅋ"
2022-10-12 20:01:51,"트롤킹/CV","저는 폐기물이라"
2022-10-12 20:02:02,"트롤킹/CV","누가 주워가주면 감사하죠 ㅠㅜ"
2022-10-12 20:02:38,"화이팅/nlp","대부분 팀 찾으셨을까요,,?"
2022-10-12 20:03:55,"수학잘하고파/RecSys","얘기하시는 분 보니깐 벌써 팀 정하신 분들도 많은 것 같더라구요 기존 팀 포함"
2022-10-12 20:04:04,"수학잘하고파/RecSys","DM이라도 적극적으로 보내야하는지.. ㅋㅋ"
2022-10-12 20:04:48,"어피치/cv","온라인이니까 오히려 어렵네요.."
2022-10-12 20:08:41,"튜브낀 튜브/CV","그러게요 ㅠ"
2022-10-12 20:41:51,"수학잘하고파/RecSys","저는 이분 저분 DM 부터 열심히 보내야겠습니다 ㅋㅋ"
2022-10-12 20:43:25,"네카라쿠배/CV","도메인을 잘 몰라서 이걸로 뭘할수 있는지 아직 감이 없어요"
2022-10-12 20:43:59,"수학잘하고파/RecSys","오프라인 모임은 어떠셨는지 후기 있으신분 계신가요??"
2022-10-12 20:44:47,"네카라쿠배/CV","ㅋㅋㅋ"
2022-10-12 20:45:00,"네카라쿠배/CV","궁금하네요"
2022-10-12 20:46:13,"으깨진감자/RecSys","으깨진감자/RecSys님이 들어왔습니다."
2022-10-12 20:48:08,"졸린 무지/RecSys","졸린 무지/RecSys님이 들어왔습니다."
2022-10-12 21:32:36,"산산/recsys","ㅎㅎㅎ 저두요"
2022-10-12 21:55:27,"ㅇㅇ/cv","똑같이 zep으로 참여 해서 별다를 게 없었습니다 ㅠ"
2022-10-12 21:57:06,"수학잘하고파/RecSys","그냥 어섹하게 테이블에서 공부 하셨나요?? ㅎㅎ"
2022-10-12 21:59:54,"하하/recsys","끝나고 만나서 밥 먹엇어요 ㅋㅋ"
2022-10-12 22:00:08,"하하/recsys","19시 이전까지 어색했습니다..."
2022-10-12 22:01:30,"엄지척 제이지","타운홀미팅은 뭐하는건가요?"
2022-10-12 22:02:50,"하하/recsys","이게 언제인가요?"
2022-10-12 22:04:37,"./NLP","24일이요"
2022-10-12 22:05:22,"하하/recsys","아하..."
2022-10-12 22:05:34,"하하/recsys","감이 안 오네요 뭔지"
2022-10-12 22:06:55,"수학잘하고파/RecSys","ㅋㅋㅋ 다음에 참가할지 고민이네용"
2022-10-12 22:07:52,"하하/recsys","저는 강추합니다"
2022-10-12 22:08:10,"하하/recsys","좋아요 ㅋㅋ"
2022-10-13 20:05:15,"수학잘하고파/RecSys","혹시 다른분들 팀 다 정하셨나요?? 괜히 조급해지네요 ㅎㅎ.."
2022-10-13 20:07:08,"파이팅하는 무지/cv","아직요!"
2022-10-13 20:08:19,"./RecSys","저도 못구했어요"
2022-10-13 20:08:32,"./RecSys","타운홀미팅때는 오프라인 가서 만나보고 팀 꾸리고 싶은데"
2022-10-13 20:08:41,"./RecSys","그전까지 팀이 다 만들어질 것 같아서 불안하네요.."
2022-10-13 20:09:09,"수학잘하고파/RecSys","몇분 말씀 나눠봤는데 구해지신 분도 꽤 계셔서"
2022-10-13 20:09:26,"수학잘하고파/RecSys","걱정되네요 ㅎㅎ"
2022-10-13 20:09:30,"하하/recsys","이야기 중에 있어요 저는 ㅎㅎ"
2022-10-13 20:58:12,"말하는감자/RecSys","혹시 어떤팀 원하시나요?"
2022-10-13 20:59:26,"하하/recsys","직접 이야기하면서"
2022-10-13 20:59:46,"하하/recsys","저랑 soul 통하는 분이면 좋을 것 같아요 ㅎㅎ"
2022-10-13 21:00:18,"./RecSys","낭만이 있으신군요"
2022-10-13 21:06:42,"ㅇㅇ/cv","다들 데이터 구하는 방법은 생각해 보셨나요?"
2022-10-13 21:07:22,"수학잘하고파/RecSys","기존 팀원은 어떻게 생각하시나요?? 같이 가는 방향이신가요?ㅠㅠ"
2022-10-13 21:07:32,"ㅇㅇ/cv","프로젝트 주제가 아무리 좋아도
데이터 못구하거나 시간 투자 많이하면
안좋을 것 같아서요"
2022-10-13 21:07:53,"ㅇㅇ/cv","그러신분들도 꽤 되는것 같아요"
2022-10-13 21:08:08,"말하는감자/RecSys","캐글이나 데이콘 데이터 쓸까 생각했는데"
2022-10-13 21:08:16,"말하는감자/RecSys","그러면 프로젝트가 너무 재미없을거같더라고요... ㅋㅋ"
2022-10-13 21:08:26,"말하는감자/RecSys","그래서 저는 직접 모아볼생각입니다"
2022-10-13 21:08:33,"수학잘하고파/RecSys","저는 서빙 의미를 살리려면 크롤링 등이 필요할 것 같아요"
2022-10-13 21:08:34,"ㅇㅇ/cv","오"
2022-10-13 21:08:44,"ㅇㅇ/cv","라벨링도 직접 하시면서요?"
2022-10-13 21:09:02,"말하는감자/RecSys","가능하다면 다 해볼생각이에요"
2022-10-13 21:09:39,"수학잘하고파/RecSys","톡게시판 '투표': 팀원 구하셨나요??"
2022-10-13 21:10:13,"ㅇㅇ/cv","저는 데이터 구하는데 시간 많이 쓰고 싶지않은데"
2022-10-13 21:10:23,"ㅇㅇ/cv","필연적으로 그렇게 될것 같은 느낌이"
2022-10-13 21:10:24,"ㅇㅇ/cv","드네요"
2022-10-13 21:10:33,"ㅇㅇ/cv","ㅜ"
2022-10-13 21:10:42,"ㅇㅇ/cv","부캠측에서"
2022-10-13 21:10:47,"ㅇㅇ/cv","제공해주면 좋을텐데"
2022-10-13 21:10:50,"ㅇㅇ/cv","아니라고하니.."
2022-10-13 21:15:04,"하하/recsys","이모티콘"
2022-10-13 21:16:02,"하하/recsys","유저 데이터 구하기가 참 어려울듯 합니다"
2022-10-13 21:16:40,"말하는감자/RecSys","팀 구하는게 데드라인까지 어느정도 시간이 남아있긴 하지만"
2022-10-13 21:16:47,"말하는감자/RecSys","빨리 구하고싶네요 ㅋㅋ"
2022-10-13 21:32:08,"멋쟁이 프로도/CV","데이터 전처리 경험 되게 중요해요"
2022-10-13 21:32:55,"산산/recsys","기존팀원도 좋은데"
2022-10-13 21:32:58,"산산/recsys","고민되네요"
2022-10-13 21:33:16,"산산/recsys","다른사람을 찾을지 이대로 갈지"
2022-10-13 21:37:07,"애플펜슬/cv","아 수업 개어렵네ㅋㅋ"
2022-10-13 21:39:51,"멋쟁이 프로도/CV","전 5강까지만 듣고 이전에 했던거 복습하고있어요... PYTORCH 모델 짜는것도 빡세서.."
2022-10-13 21:47:15,"파이팅하는 무지/cv","저도 그렇네요.."
2022-10-13 22:53:26,"cv","기본과제3 하신분 계신가요??"
2022-10-13 22:54:14,"애플펜슬/cv","저는 슬슬 하려구요"
2022-10-13 22:54:17,"애플펜슬/cv","🙀🙀"
2022-10-13 23:00:20,"어피치/cv","저 했습니다"
2022-10-13 23:05:19,"cv","to do (2)가 무슨 의미인지 잘 이해가 안됩니다"
2022-10-13 23:15:52,"어피치/cv","제가 늦게 카톡을 보았네요"
2022-10-13 23:16:12,"어피치/cv","바로 보고 답변 드리겠습니다"
2022-10-13 23:16:40,"cv","감사합니다"
2022-10-13 23:17:41,"어피치/cv","현재 vvg는 이미지에 대해 마지막단이 linear로 훈련되어있습니다"
2022-10-13 23:18:01,"어피치/cv","훈련되어 있는 linear의 가중치를 reshape하여 1*1conv에 넣으라는 의미입니다"
2022-10-13 23:18:53,"어피치/cv","VGG로 정정하겠습니다"
2022-10-13 23:29:27,"cv","감사합니다"
2022-10-13 23:29:38,"어피치/cv","해결되셨다니 다행이네요"
2022-10-13 23:29:54,"cv","해결은 안됐습니다ㅠ"
2022-10-13 23:30:47,"ㅇㅇ/cv","슬랙 질문 ㄱㄱ하셔요"
2022-10-13 23:30:49,"어피치/cv","아 ㅋㅋㅋ 그런가요 제가 너무 앞서갔네요 더 도움드릴부분 필요하시면 말씀해주세요 ㅎㅎㅎ"
2022-10-13 23:31:32,"cv","답변 감사합니다"
2022-10-14 00:52:47,"애플펜슬/cv","과제2 마지막꺼 다시보는데 하나두 모르겠네용"
2022-10-15 01:23:52,"산산/recsys","이모티콘"
2022-10-15 01:48:08,"하하/recsys","이모티콘"
2022-10-15 01:48:43,"말하는감자/RecSys","이모티콘"
2022-10-17 22:47:57,"츄리닝안경 네오 / NLP","다들 팀 구하셨나용?..."
2022-10-17 22:48:17,"트롤킹/CV","아니요.."
2022-10-17 22:57:05,"네카라쿠배/CV","그냥 포기하고 다 때려치고 싶네요"
2022-10-17 22:58:33,"기뻐하는 라이언/cv","ㄷㄷ..dm을 마구 쏴보세요"
2022-10-17 22:58:35,"하하/recsys","빡시다 공부부터"
2022-10-17 22:59:08,"츄리닝안경 네오 / NLP","포기하지는 말아요!!"
2022-10-17 22:59:32,"츄리닝안경 네오 / NLP","물론 팀이 잘 안잡혀서 우울하네요"
2022-10-17 23:00:13,"네카라쿠배/CV","NLP는 인싸가 많으시던데요"
2022-10-17 23:20:33,"츄리닝안경 네오 / NLP","우선 저는 아닙니다.."
2022-10-17 23:21:55,"파이팅하는 무지/cv","저도 아직 못구햇슴다"
2022-10-17 23:52:38,"트롤킹/CV","저는 지금 거의 못구하면 알아서 짜주겠지 하는 심정으로..ㅋㅋㅋ"
2022-10-17 23:52:53,"말하는감자/RecSys","못구하면 랜덤팀..."
2022-10-17 23:55:15,"수학잘하고파/RecSys","먼저 dm쏘는게 중요한듯요 이게 싫으신분들은 기존팀 유지하는것도 방법인듯요"
2022-10-18 10:10:41,"산산/recsys","nlp는 먼가 되게 많더라구요"
2022-10-18 10:13:55,"응원하는 튜브/nlp","다른 도메인이 그런걸 어떻게 아시나요..?"
2022-10-18 10:14:15,"잉","사진"
2022-10-18 10:14:23,"잉","혹시 이부분 어떻게 저렇게 나오게 하는지 아시나요?"
2022-10-18 10:14:27,"잉","저는 흰 글자만 나와서요"
2022-10-18 10:14:41,"멋쟁이 프로도/CV","테마 차이아닐까요"
